customer_id,age,gender,marital_status,employment_type,annual_income_inr,loan_amount_inr,loan_purpose,loan_term_months,credit_score,num_open_credit_accounts,num_delinquent_accounts,debt_to_income_ratio,past_default,default
CUST100037,27,Female,Married,Salaried,100000,156000,Car Loan,36,721,3,0,0.57,0,0
CUST100038,41,Male,Single,Salaried,170000,83000,Credit Card,120,813,8,1,0.23,0,0
CUST100039,29,Male,Married,Salaried,380000,2158000,Home Loan,36,663,9,0,0.26,0,0
CUST100040,59,Male,Married,Self-Employed,740000,750000,Personal Loan,36,703,9,0,0.56,0,0
CUST100041,38,Male,Married,Government,310000,1858000,Home Loan,36,717,5,0,0.77,0,1
CUST100042,24,Male,Married,Government,150000,76000,Personal Loan,240,680,4,3,0.73,0,1
CUST100043,45,Female,Married,Salaried,310000,168000,Personal Loan,48,697,5,2,0.12,0,1
CUST100044,34,Female,Married,Salaried,140000,766000,Home Loan,60,648,1,0,0.79,0,1
CUST100045,29,Male,Married,Salaried,220000,176000,Personal Loan,60,630,3,0,0.36,0,1
CUST100046,46,Male,Single,Salaried,290000,171000,Personal Loan,36,775,9,0,0.49,0,0
CUST100047,22,Male,Married,Salaried,430000,1596000,Home Loan,240,693,8,0,0.34,0,0
CUST100048,40,Male,Married,Salaried,459999,524000,Personal Loan,36,727,4,0,0.68,0,1
CUST100049,48,Female,Married,Unemployed,60000,96000,Personal Loan,48,721,1,0,0.57,0,0
CUST100050,27,Male,Married,Salaried,409999,287000,Education Loan,24,652,3,0,0.71,0,1
CUST100051,64,Female,Divorced,Self-Employed,229999,854000,Home Loan,60,634,4,0,0.25,0,1
CUST100052,28,Male,Married,Self-Employed,200000,121000,Education Loan,24,669,4,0,0.55,0,0
CUST100053,55,Female,Married,Self-Employed,660000,621000,Education Loan,48,711,1,3,0.47,0,1
CUST100054,34,Female,Married,Self-Employed,910000,775000,Education Loan,24,658,6,0,0.51,0,0
CUST100055,37,Male,Single,Government,530000,2104000,Home Loan,48,676,9,0,0.36,0,0
CUST100056,56,Male,Married,Self-Employed,180000,355000,Car Loan,36,599,8,0,0.1,0,1
CUST100057,60,Female,Married,Government,180000,281000,Personal Loan,240,698,2,0,0.59,0,0
CUST100058,24,Male,Married,Salaried,280000,166000,Car Loan,24,703,7,0,0.6,0,0
CUST100059,22,Male,Single,Salaried,400000,1242000,Home Loan,60,699,3,0,0.71,0,1
CUST100060,26,Female,Single,Government,180000,135000,Car Loan,60,649,6,0,0.77,0,1
CUST100061,62,Male,Married,Salaried,270000,211000,Education Loan,120,650,2,0,0.24,1,1
CUST100062,24,Female,Single,Self-Employed,90000,320000,Home Loan,120,645,8,0,0.15,0,1
CUST100063,49,Male,Single,Self-Employed,140000,177000,Car Loan,240,678,4,0,0.65,1,1
CUST100064,38,Male,Married,Salaried,610000,390000,Personal Loan,36,664,6,0,0.72,0,1
CUST100065,46,Female,Single,Salaried,850000,4898000,Home Loan,36,770,3,0,0.22,0,0
CUST100066,64,Male,Married,Government,210000,847000,Home Loan,48,790,1,0,0.18,0,0
CUST100067,54,Male,Married,Government,530000,3034000,Home Loan,48,745,2,0,0.69,0,1
CUST100068,30,Male,Single,Self-Employed,500000,2917000,Home Loan,48,704,8,1,0.78,0,1
CUST100069,56,Male,Married,Self-Employed,210000,107000,Personal Loan,60,684,6,1,0.39,0,0
CUST100070,34,Male,Married,Government,320000,383000,Personal Loan,12,657,4,0,0.73,1,1
CUST100071,51,Male,Married,Self-Employed,1520000,816000,Car Loan,12,703,9,0,0.64,0,1
CUST100072,35,Male,Single,Salaried,370000,2119000,Home Loan,60,691,7,0,0.3,0,0
CUST100073,28,Male,Single,Salaried,860000,1099000,Personal Loan,120,648,1,1,0.21,0,1
CUST100074,34,Female,Married,Salaried,70000,43000,Personal Loan,60,660,6,1,0.24,0,0
CUST100075,43,Female,Single,Salaried,620000,2065000,Home Loan,24,602,4,0,0.47,1,1
CUST100076,60,Male,Single,Salaried,320000,162000,Education Loan,240,649,6,0,0.38,1,1
CUST100077,41,Female,Single,Unemployed,90000,172000,Personal Loan,48,719,8,3,0.77,1,1
CUST100078,36,Female,Married,Self-Employed,430000,2184000,Home Loan,60,751,9,0,0.39,0,0
CUST100079,38,Male,Single,Government,70000,63000,Education Loan,36,726,3,0,0.17,0,0
CUST100080,44,Male,Married,Self-Employed,330000,346000,Personal Loan,48,674,2,1,0.18,0,0
CUST100081,46,Male,Single,Salaried,470000,265000,Personal Loan,36,616,7,1,0.73,1,1
CUST100082,45,Female,Married,Salaried,910000,444000,Credit Card,240,640,7,1,0.46,1,1
CUST100083,61,Male,Married,Unemployed,70000,37000,Personal Loan,48,722,3,0,0.76,0,1
CUST100084,49,Male,Married,Salaried,229999,442000,Car Loan,60,720,5,0,0.77,0,1
CUST100085,35,Female,Married,Self-Employed,250000,1027000,Home Loan,60,667,8,0,0.77,0,1
CUST100086,21,Male,Married,Salaried,390000,201000,Personal Loan,24,679,3,2,0.75,1,1
CUST100087,45,Male,Single,Salaried,459999,706000,Personal Loan,48,796,8,0,0.72,0,1
CUST100088,27,Male,Married,Salaried,250000,1485000,Home Loan,48,611,3,0,0.53,0,1
CUST100089,29,Male,Single,Self-Employed,570000,1111000,Car Loan,60,700,4,0,0.77,0,1
CUST100090,44,Female,Married,Government,290000,215000,Personal Loan,36,639,3,0,0.66,0,1
CUST100091,21,Female,Single,Self-Employed,570000,440000,Car Loan,120,642,5,0,0.58,1,1
CUST100092,64,Male,Married,Self-Employed,170000,798000,Home Loan,60,720,8,0,0.73,0,1
CUST100093,28,Male,Single,Government,200000,982000,Home Loan,12,784,5,0,0.67,0,1
CUST100094,44,Female,Single,Self-Employed,280000,451000,Car Loan,60,730,7,0,0.37,0,0
CUST100095,31,Male,Married,Government,90000,69000,Personal Loan,240,778,4,0,0.3,0,0
CUST100096,37,Male,Widowed,Salaried,450000,2645000,Home Loan,60,603,2,1,0.21,0,1
CUST100097,28,Male,Married,Government,300000,1475000,Home Loan,48,724,6,0,0.77,1,1
CUST100098,55,Male,Married,Self-Employed,380000,2106000,Home Loan,48,745,5,0,0.16,1,1
CUST100099,55,Male,Married,Salaried,310000,1432000,Home Loan,36,687,8,0,0.64,0,1
CUST100100,53,Male,Married,Salaried,150000,168000,Car Loan,60,741,8,0,0.37,1,1
CUST100101,25,Male,Single,Salaried,260000,511000,Car Loan,48,828,1,0,0.43,0,0
CUST100102,62,Male,Married,Salaried,240000,330000,Car Loan,12,707,8,0,0.18,0,0
CUST100103,59,Male,Divorced,Government,150000,134000,Education Loan,36,680,3,0,0.18,0,0
CUST100104,61,Male,Married,Self-Employed,280000,134000,Credit Card,36,756,2,1,0.35,0,0
CUST100105,48,Male,Married,Unemployed,110000,553000,Home Loan,48,755,4,0,0.6,1,1
CUST100106,27,Male,Married,Self-Employed,1970000,2607000,Personal Loan,36,686,8,0,0.29,1,1
CUST100107,29,Male,Married,Self-Employed,420000,85000,Education Loan,120,672,5,0,0.59,0,0
CUST100108,28,Male,Married,Salaried,390000,218000,Personal Loan,60,755,7,0,0.8,0,1
CUST100109,32,Male,Married,Self-Employed,340000,1225000,Home Loan,60,678,8,1,0.4,0,0
CUST100110,54,Female,Single,Self-Employed,70000,249000,Home Loan,48,697,3,0,0.75,0,1
CUST100111,53,Female,Married,Government,260000,43000,Credit Card,12,715,7,0,0.16,0,0
CUST100112,43,Male,Married,Salaried,390000,73000,Credit Card,36,690,7,0,0.32,0,0
CUST100113,44,Male,Widowed,Self-Employed,3000000,1464000,Education Loan,60,701,9,0,0.52,0,0
CUST100114,57,Male,Married,Salaried,320000,1364000,Home Loan,60,658,3,0,0.25,0,0
CUST100115,55,Male,Married,Self-Employed,500000,1648000,Home Loan,48,728,6,0,0.36,0,0
CUST100116,64,Male,Married,Government,210000,118000,Personal Loan,36,679,7,4,0.42,0,1
CUST100117,60,Male,Single,Self-Employed,110000,81000,Education Loan,24,776,9,2,0.57,0,1
CUST100118,42,Female,Divorced,Salaried,750000,980000,Car Loan,60,705,4,2,0.25,0,1
CUST100119,47,Male,Married,Salaried,590000,328000,Education Loan,12,751,4,0,0.35,0,0
CUST100120,55,Male,Married,Salaried,570000,827000,Personal Loan,24,731,5,0,0.77,0,1
CUST100121,21,Male,Married,Self-Employed,110000,603000,Home Loan,36,756,5,0,0.29,0,0
CUST100122,55,Female,Single,Salaried,830000,3555000,Home Loan,48,677,1,0,0.61,0,1
CUST100123,57,Male,Married,Government,100000,146000,Personal Loan,240,640,8,0,0.71,0,1
CUST100124,34,Female,Single,Salaried,480000,2813000,Home Loan,24,655,8,1,0.57,0,0
CUST100125,23,Female,Married,Salaried,840000,1478000,Personal Loan,48,651,9,1,0.65,0,1
CUST100126,21,Male,Married,Self-Employed,100000,24000,Credit Card,60,659,3,0,0.79,0,1
CUST100127,25,Male,Single,Self-Employed,220000,157000,Education Loan,120,641,6,0,0.33,0,1
CUST100128,46,Male,Divorced,Government,290000,222000,Car Loan,60,694,9,0,0.28,0,0
CUST100129,34,Female,Widowed,Salaried,250000,335000,Personal Loan,120,737,4,4,0.42,0,1
CUST100130,59,Female,Single,Salaried,140000,276000,Personal Loan,48,635,9,0,0.55,0,1
CUST100131,47,Male,Married,Salaried,390000,498000,Personal Loan,48,666,6,0,0.18,0,0
CUST100132,29,Female,Married,Salaried,180000,1041000,Home Loan,60,751,4,0,0.14,1,1
CUST100133,35,Male,Married,Government,380000,200000,Education Loan,240,622,6,0,0.2,1,1
CUST100134,35,Male,Widowed,Salaried,220000,440000,Personal Loan,48,699,6,0,0.22,0,0
CUST100135,46,Female,Married,Unemployed,150000,205000,Personal Loan,60,729,4,0,0.13,0,0
CUST100136,62,Female,Married,Self-Employed,160000,90000,Personal Loan,36,804,5,0,0.51,0,0
CUST100137,33,Male,Married,Self-Employed,270000,373000,Car Loan,48,581,1,2,0.51,0,1
CUST100138,52,Female,Married,Unemployed,120000,50000,Education Loan,60,634,9,0,0.44,0,1
CUST100139,59,Female,Married,Salaried,170000,38000,Education Loan,60,714,7,0,0.19,0,0
CUST100140,52,Female,Married,Salaried,409999,2240000,Home Loan,48,681,5,0,0.76,0,1
CUST100141,24,Female,Married,Self-Employed,780000,713000,Personal Loan,36,562,5,0,0.59,1,1
CUST100142,50,Female,Married,Salaried,140000,117000,Education Loan,48,677,6,0,0.17,0,0
CUST100143,57,Male,Married,Unemployed,100000,93000,Personal Loan,36,654,8,2,0.5,0,1
CUST100144,43,Female,Married,Unemployed,100000,79000,Personal Loan,24,617,3,0,0.13,0,1
CUST100145,59,Male,Single,Government,450000,882000,Personal Loan,120,680,8,2,0.38,0,1
CUST100146,35,Female,Single,Government,120000,490000,Home Loan,24,633,3,0,0.67,0,1
CUST100147,63,Male,Married,Self-Employed,100000,140000,Personal Loan,60,656,5,0,0.47,0,0
CUST100148,49,Female,Married,Self-Employed,640000,440000,Education Loan,240,764,5,0,0.17,0,0
CUST100149,56,Male,Married,Salaried,430000,577000,Personal Loan,24,793,2,0,0.69,0,1
CUST100150,33,Male,Married,Self-Employed,450000,419000,Education Loan,36,654,1,0,0.15,0,0
CUST100151,52,Male,Divorced,Salaried,440000,325000,Education Loan,60,705,3,0,0.44,0,0
CUST100152,27,Female,Single,Government,150000,632000,Home Loan,24,731,4,1,0.46,0,0
CUST100153,42,Female,Widowed,Unemployed,100000,179000,Personal Loan,120,657,7,1,0.64,0,1
CUST100154,48,Male,Single,Salaried,450000,1594000,Home Loan,12,651,7,0,0.79,0,1
CUST100155,22,Female,Married,Salaried,150000,95000,Education Loan,120,731,9,0,0.38,0,0
CUST100156,62,Female,Married,Salaried,919999,1772000,Personal Loan,24,688,4,0,0.55,0,0
CUST100157,26,Male,Married,Self-Employed,550000,385000,Education Loan,240,689,3,0,0.46,0,0
CUST100158,48,Male,Single,Self-Employed,140000,242000,Car Loan,120,641,3,0,0.16,0,1
CUST100159,48,Female,Single,Self-Employed,720000,248000,Credit Card,48,648,1,1,0.66,0,1
CUST100160,64,Male,Married,Government,110000,96000,Education Loan,60,703,6,2,0.47,1,1
CUST100161,64,Female,Married,Salaried,480000,920000,Personal Loan,24,678,4,0,0.52,0,0
CUST100162,40,Female,Widowed,Self-Employed,1140000,4353000,Home Loan,24,704,5,0,0.34,0,0
CUST100163,50,Female,Married,Self-Employed,180000,136000,Personal Loan,48,747,2,0,0.74,0,1
CUST100164,31,Female,Widowed,Salaried,600000,736000,Personal Loan,48,707,8,0,0.58,0,0
CUST100165,48,Male,Single,Salaried,480000,745000,Car Loan,120,667,3,0,0.35,0,0
CUST100166,45,Male,Single,Government,490000,75000,Credit Card,48,745,7,4,0.45,0,1
CUST100167,59,Male,Married,Unemployed,160000,10000,Credit Card,60,698,9,0,0.31,0,0
CUST100168,53,Male,Divorced,Self-Employed,300000,304000,Personal Loan,60,765,9,0,0.55,0,0
CUST100169,21,Male,Married,Government,100000,195000,Personal Loan,120,664,8,0,0.67,0,1
CUST100170,47,Female,Single,Salaried,220000,1119000,Home Loan,60,694,3,0,0.34,0,0
CUST100171,33,Female,Single,Unemployed,70000,77000,Personal Loan,240,682,5,0,0.67,0,1
CUST100172,61,Male,Married,Salaried,290000,229000,Personal Loan,12,705,1,0,0.75,1,1
CUST100173,23,Male,Married,Salaried,280000,136000,Education Loan,36,711,7,1,0.38,0,0
CUST100174,59,Male,Married,Salaried,420000,141000,Education Loan,240,699,4,0,0.26,0,0
CUST100175,26,Male,Married,Government,440000,125000,Education Loan,60,740,9,0,0.76,0,1
CUST100176,28,Male,Married,Salaried,340000,1945000,Home Loan,36,720,8,1,0.14,1,1
CUST100177,47,Female,Divorced,Salaried,900000,5394000,Home Loan,240,822,7,2,0.44,0,1
CUST100178,29,Male,Married,Salaried,290000,96000,Education Loan,120,830,4,1,0.65,0,1
CUST100179,57,Female,Married,Salaried,1830000,1065000,Personal Loan,24,664,2,2,0.13,1,1
CUST100180,53,Male,Widowed,Salaried,520000,241000,Education Loan,120,673,3,0,0.55,0,0
CUST100181,62,Female,Married,Self-Employed,150000,179000,Personal Loan,60,635,8,0,0.69,0,1
CUST100182,64,Female,Married,Salaried,160000,58000,Education Loan,36,780,6,0,0.31,1,1
CUST100183,44,Female,Married,Salaried,500000,221000,Education Loan,60,677,3,0,0.32,0,0
CUST100184,35,Female,Single,Salaried,330000,264000,Personal Loan,240,712,2,0,0.12,0,0
CUST100185,52,Female,Married,Salaried,550000,914000,Car Loan,60,639,8,0,0.49,0,1
CUST100186,52,Female,Single,Salaried,470000,737000,Personal Loan,120,706,9,2,0.14,0,1
CUST100187,44,Female,Single,Self-Employed,370000,1815000,Home Loan,24,611,7,0,0.1,0,1
CUST100188,61,Male,Married,Salaried,180000,195000,Car Loan,60,759,5,4,0.19,0,1
CUST100189,32,Male,Single,Salaried,140000,261000,Car Loan,36,791,8,3,0.4,0,1
CUST100190,59,Male,Married,Self-Employed,250000,122000,Credit Card,24,734,3,0,0.62,0,1
CUST100191,22,Male,Married,Self-Employed,520000,395000,Personal Loan,48,652,4,0,0.57,1,1
CUST100192,23,Male,Married,Salaried,260000,954000,Home Loan,60,727,3,1,0.32,0,0
CUST100193,57,Female,Married,Salaried,170000,105000,Education Loan,48,709,3,1,0.32,0,0
CUST100194,37,Female,Married,Salaried,420000,1375000,Home Loan,240,769,8,0,0.56,0,0
CUST100195,22,Male,Married,Salaried,280000,154000,Education Loan,60,742,3,0,0.6,0,0
CUST100196,22,Male,Divorced,Salaried,130000,617000,Home Loan,24,646,6,0,0.61,0,1
CUST100197,48,Female,Married,Salaried,409999,253000,Education Loan,240,758,7,0,0.21,0,0
CUST100198,43,Male,Married,Salaried,390000,181000,Education Loan,36,695,1,0,0.15,0,0
CUST100199,57,Female,Single,Self-Employed,140000,89000,Education Loan,60,765,8,0,0.45,1,1
CUST100200,52,Male,Married,Government,330000,319000,Education Loan,24,621,8,1,0.38,0,1
CUST100201,53,Female,Married,Self-Employed,630000,510000,Personal Loan,240,726,4,0,0.75,0,1
CUST100202,21,Male,Married,Self-Employed,640000,3177000,Home Loan,36,685,8,0,0.1,0,0
CUST100203,39,Female,Married,Salaried,710000,401000,Personal Loan,48,704,6,0,0.67,0,1
CUST100204,22,Male,Single,Salaried,100000,60000,Personal Loan,48,666,7,3,0.79,0,1
CUST100205,64,Male,Widowed,Salaried,170000,791000,Home Loan,24,725,3,0,0.7,0,1
CUST100206,46,Male,Divorced,Self-Employed,640000,62000,Credit Card,48,653,3,0,0.67,1,1
CUST100207,52,Male,Married,Self-Employed,600000,1840000,Home Loan,24,621,9,0,0.12,0,1
CUST100208,26,Female,Single,Government,350000,118000,Education Loan,120,662,9,0,0.71,0,1
CUST100209,52,Female,Single,Salaried,3000000,913000,Credit Card,240,663,3,0,0.51,0,0
CUST100210,24,Male,Married,Salaried,320000,498000,Personal Loan,120,684,9,3,0.56,1,1
CUST100211,31,Male,Married,Self-Employed,1000000,804000,Personal Loan,48,735,3,0,0.38,0,0
CUST100212,37,Male,Married,Self-Employed,940000,1412000,Personal Loan,12,653,4,0,0.76,0,1
CUST100213,58,Female,Single,Salaried,530000,410000,Car Loan,12,739,3,0,0.47,0,0
CUST100214,44,Female,Single,Self-Employed,300000,426000,Personal Loan,48,728,5,0,0.53,0,0
CUST100215,25,Male,Married,Salaried,530000,281000,Education Loan,60,750,4,0,0.25,0,0
CUST100216,54,Female,Married,Self-Employed,190000,281000,Personal Loan,120,681,9,4,0.49,0,1
CUST100217,26,Female,Single,Salaried,290000,578000,Personal Loan,48,777,2,0,0.25,0,0
CUST100218,42,Female,Married,Self-Employed,260000,1511000,Home Loan,240,685,8,0,0.18,0,0
CUST100219,31,Female,Married,Self-Employed,390000,1175000,Home Loan,48,744,3,0,0.46,0,0
CUST100220,36,Female,Married,Unemployed,190000,173000,Education Loan,60,783,9,0,0.69,0,1
CUST100221,53,Female,Single,Government,70000,10000,Credit Card,36,760,2,0,0.71,0,1
CUST100222,29,Male,Married,Salaried,509999,491000,Education Loan,36,694,7,0,0.76,1,1
CUST100223,26,Female,Widowed,Salaried,130000,120000,Personal Loan,60,644,6,0,0.76,0,1
CUST100224,36,Male,Divorced,Salaried,280000,300000,Car Loan,60,652,8,1,0.78,1,1
CUST100225,49,Male,Married,Salaried,720000,2358000,Home Loan,48,650,3,0,0.61,1,1
CUST100226,23,Male,Married,Salaried,229999,154000,Personal Loan,24,665,6,0,0.18,0,0
CUST100227,40,Female,Single,Salaried,200000,1036000,Home Loan,36,698,2,0,0.53,0,0
CUST100228,56,Male,Married,Self-Employed,200000,1167000,Home Loan,12,732,7,1,0.53,0,0
CUST100229,39,Male,Married,Salaried,570000,807000,Personal Loan,48,738,3,1,0.18,0,0
CUST100230,46,Male,Married,Salaried,240000,378000,Personal Loan,36,748,5,2,0.59,0,1
CUST100231,23,Male,Married,Self-Employed,290000,114000,Credit Card,48,745,3,1,0.39,0,0
CUST100232,39,Male,Married,Self-Employed,420000,376000,Car Loan,48,693,1,1,0.15,0,0
CUST100233,40,Female,Widowed,Self-Employed,220000,125000,Personal Loan,48,732,1,0,0.75,0,1
CUST100234,52,Female,Single,Self-Employed,2620000,133000,Credit Card,48,686,4,0,0.23,0,0
CUST100235,27,Male,Single,Salaried,490000,102000,Credit Card,48,715,5,0,0.19,0,0
CUST100236,61,Female,Married,Salaried,90000,35000,Education Loan,48,688,1,0,0.24,0,0
CUST100237,53,Female,Single,Government,300000,178000,Car Loan,120,698,3,0,0.63,0,1
CUST100238,60,Male,Married,Salaried,200000,708000,Home Loan,48,682,3,1,0.64,0,1
CUST100239,59,Female,Single,Salaried,600000,2024000,Home Loan,48,611,2,0,0.16,0,1
CUST100240,38,Female,Married,Salaried,229999,1321000,Home Loan,240,686,6,2,0.46,0,1
CUST100241,60,Male,Married,Government,200000,23000,Credit Card,36,730,2,0,0.58,0,0
CUST100242,21,Male,Single,Self-Employed,380000,239000,Education Loan,60,747,4,0,0.58,0,0
CUST100243,31,Female,Single,Self-Employed,790000,1098000,Personal Loan,48,724,5,0,0.57,0,0
CUST100244,48,Male,Married,Salaried,180000,237000,Car Loan,120,652,3,1,0.4,0,0
CUST100245,45,Male,Married,Unemployed,90000,297000,Home Loan,48,674,1,0,0.39,0,0
CUST100246,43,Male,Married,Self-Employed,260000,118000,Education Loan,36,619,1,0,0.74,0,1
CUST100247,51,Male,Married,Salaried,240000,138000,Personal Loan,36,733,1,0,0.77,0,1
CUST100248,50,Female,Married,Self-Employed,1860000,2034000,Car Loan,120,655,6,0,0.22,0,0
CUST100249,62,Male,Married,Salaried,380000,298000,Personal Loan,60,718,4,3,0.8,0,1
CUST100250,55,Male,Single,Salaried,170000,228000,Personal Loan,24,722,6,0,0.2,0,0
CUST100251,27,Female,Married,Salaried,590000,908000,Car Loan,60,655,1,0,0.65,0,1
CUST100252,36,Male,Single,Self-Employed,2700000,3505000,Personal Loan,12,713,5,0,0.17,0,0
CUST100253,46,Male,Married,Salaried,700000,806000,Car Loan,36,790,1,0,0.54,1,1
CUST100254,22,Male,Married,Self-Employed,60000,65000,Personal Loan,48,682,4,0,0.49,0,0
CUST100255,21,Female,Married,Self-Employed,160000,69000,Credit Card,48,754,9,0,0.8,0,1
CUST100256,32,Male,Married,Self-Employed,1130000,424000,Education Loan,120,713,6,1,0.46,0,0
CUST100257,25,Male,Divorced,Salaried,220000,352000,Personal Loan,60,715,4,0,0.54,0,0
CUST100258,57,Male,Divorced,Salaried,470000,769000,Car Loan,240,695,7,0,0.6,0,0
CUST100259,52,Male,Married,Salaried,570000,643000,Personal Loan,120,746,1,0,0.61,0,1
CUST100260,29,Male,Single,Salaried,190000,180000,Car Loan,36,692,1,0,0.55,0,0
CUST100261,61,Male,Divorced,Unemployed,80000,96000,Personal Loan,120,730,5,0,0.65,0,1
CUST100262,55,Female,Single,Government,50000,32000,Personal Loan,120,746,7,0,0.61,1,1
CUST100263,39,Male,Married,Salaried,200000,14000,Credit Card,240,750,9,0,0.36,0,0
CUST100264,36,Female,Married,Salaried,320000,214000,Personal Loan,12,728,9,0,0.18,0,0
CUST100265,23,Male,Divorced,Government,70000,249000,Home Loan,120,737,8,1,0.73,1,1
CUST100266,40,Female,Divorced,Salaried,1000000,1256000,Personal Loan,24,701,2,0,0.11,0,0
CUST100267,44,Male,Single,Salaried,160000,284000,Car Loan,48,678,1,0,0.24,0,0
CUST100268,53,Female,Married,Salaried,270000,230000,Personal Loan,48,716,3,0,0.49,0,0
CUST100269,44,Male,Single,Self-Employed,450000,856000,Personal Loan,240,716,1,0,0.65,1,1
CUST100270,31,Male,Single,Government,680000,1314000,Personal Loan,48,716,1,0,0.25,0,0
CUST100271,28,Male,Married,Government,90000,174000,Personal Loan,48,755,8,0,0.54,0,0
CUST100272,56,Female,Single,Salaried,720000,307000,Credit Card,60,701,3,0,0.36,0,0
CUST100273,58,Male,Married,Self-Employed,380000,81000,Credit Card,12,632,2,0,0.1,0,1
CUST100274,60,Male,Widowed,Self-Employed,130000,34000,Education Loan,48,598,6,0,0.6,0,1
CUST100275,40,Female,Married,Salaried,500000,677000,Personal Loan,48,709,1,0,0.54,0,0
CUST100276,55,Male,Single,Salaried,400000,535000,Personal Loan,48,751,2,0,0.14,0,0
CUST100277,45,Female,Married,Unemployed,80000,142000,Car Loan,24,689,4,0,0.71,0,1
CUST100278,55,Female,Divorced,Salaried,370000,184000,Credit Card,24,793,7,0,0.22,1,1
CUST100279,45,Female,Married,Salaried,300000,379000,Car Loan,36,708,2,0,0.66,0,1
CUST100280,49,Male,Married,Salaried,400000,407000,Personal Loan,120,820,4,0,0.38,0,0
CUST100281,38,Male,Divorced,Unemployed,120000,42000,Education Loan,48,695,4,0,0.25,0,0
CUST100282,38,Male,Single,Self-Employed,1670000,847000,Personal Loan,48,779,8,0,0.51,0,0
CUST100283,22,Female,Divorced,Self-Employed,80000,49000,Education Loan,48,679,7,0,0.42,0,0
CUST100284,55,Male,Divorced,Salaried,1280000,384000,Credit Card,60,753,7,4,0.73,0,1
CUST100285,36,Male,Divorced,Self-Employed,70000,29000,Credit Card,36,729,9,0,0.55,1,1
